age,numHandsets,handsetAge,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,children,smartPhone,homeOwner,creditCard,CR_A,CR_B,CR_C,CR_D,CR_E,CR_F,CR_G,Inc_0,Inc_1,Inc_2,Inc_3,Inc_4,Inc_5,Inc_6,Inc_7,Inc_8,Inc_9,churn
0.45,0.0,0.4628921193573068,0.0915158924205379,0.05633489200623469,0.16932979504262885,0.025192649673977476,0.0,0.5818602498843128,0.5263543937572585,0.0009975440581959036,0.0038437145657563465,0.0,0.010533357210672613,0.8072159081021826,0.07654555529169635,0.2978723404255319,0.009178082191780823,0.0,0.0,1.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.175,0.0,0.44452945677123185,0.09083129584352077,0.06932383285088696,0.1693862571283383,0.01066982809721399,0.0,0.5316057380842203,0.5108086632301706,0.004176851144258871,0.006399784751984317,0.0,0.06195939759431789,0.3597838475272758,0.042191086836064276,0.2765957446808511,0.01821917808219178,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.35,0.16666666666666666,0.18362662586074982,0.08383863080684596,0.14258145921472576,0.0564620857094461,0.08624777711914641,0.014474742305724103,0.6061082832022212,0.5467696257207474,0.043314413053243184,0.05317779101723906,0.034334763948497854,0.02936988889308025,0.3519120929365168,0.06332620913480567,0.6170212765957447,0.0,0.0,0.0,0.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.425,0.0,0.5516449885233359,0.09929095354523228,0.057670897350256066,0.2239850940093727,0.0,0.0,0.5446552521980564,0.4956296733970376,0.01583819952047882,0.01729671554590356,0.0,0.08185794086076927,0.3590052333995535,0.12665241826961135,0.3829787234042553,0.0,0.0,0.0,1.0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.5,0.0,0.38255547054322875,0.06034229828850856,0.15030060120240482,0.12703969284625374,0.01926496739774748,0.0,0.3854696899583526,0.47717039180130805,0.040327614469639075,0.14542694059539138,0.06579399141630901,0.009006471702141378,0.8547698193464942,0.10029288371724848,0.23404255319148937,0.1689041095890411,0.3333333333333333,0.0,0.0,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.325,0.1111111111111111,0.10558530986993114,0.25552567237163815,0.32145773027536556,0.2736152673479758,0.16034380557202135,0.000731047591198187,0.6695974086071262,0.6180803162119761,0.26335163136371853,0.1934733726673457,0.22746781115879827,0.01080742887538891,0.2527445954711414,0.10820865985909918,0.3617021276595745,0.009178082191780823,0.3333333333333333,0.3333333333333333,0.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.3,0.0,0.41545524100994646,0.1508557457212714,0.11222444889779559,0.1834453164699904,0.11055127445168939,0.0,0.7006015733456733,0.6917951956969093,0.025597797236044592,0.055733861203467024,0.012875536480686695,0.04297171084611748,0.4355311909065589,0.04488245072429352,0.2553191489361702,0.0,0.0,0.0,1.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.175,0.3333333333333333,0.3840856924254017,0.20513447432762838,0.29362428560825354,0.42346564282084576,0.0,0.0,0.6387783433595557,0.5278009820500805,0.04374026519504612,0.08840543501239598,0.0057081545064377685,0.021860752172480267,0.42424676737864436,0.4379798939285997,0.6595744680851063,0.06397260273972602,0.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.575,0.0,0.23565416985462892,0.07672371638141809,0.051658873302159874,0.22579188075207499,0.0038529934795494963,0.0,0.5584451642757983,0.5144353212037245,0.0,0.0,0.0,0.0,0.3786237861424909,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.15,0.0,0.3068094873756695,0.11403422982885086,0.3372671268462852,0.0564620857094461,0.14167160640189685,0.0,0.4599722350763536,0.44664941627106214,0.1442413706605375,0.06663079199738627,0.06579399141630901,0.036090426140376865,0.3439486642267109,0.10551729597086995,0.14893617021276595,0.0273972602739726,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.4,0.2222222222222222,0.117061973986228,0.14078239608801957,0.10309507904698285,0.212128056010389,0.04416123295791346,0.0,0.624988431281814,0.4880503657219698,0.0160948775237573,0.04420271750619799,0.0,0.018257329656948963,0.4187763171783647,0.0290508984405921,0.425531914893617,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.425,0.0,0.28768171384850805,0.13161369193154035,0.15260149929488606,0.22579188075207499,0.07824540604623592,0.0,0.584729291994447,0.5006621706974186,0.0,0.0,0.0,0.0,0.62125025267246,0.0,0.14893617021276595,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.325,0.0,0.24177505738332059,0.10797066014669926,0.05470199658576412,0.1752583140421207,0.061351511558980436,0.0,0.5046737621471541,0.4272936574234429,0.007531165959829892,0.004477927469106144,0.0014163090128755365,0.007429718881920212,0.5750323659952981,0.010527982268661444,0.0851063829787234,0.02287671232876712,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.475,0.05555555555555555,0.4269319051262433,0.11234718826405869,0.06553848437615972,0.1693862571283383,0.004149377593360996,0.10768331018349296,0.6347987043035632,0.5441209429310732,0.020085053756540912,0.04228086022331981,0.01,0.015648552812083584,0.49298855876822584,0.03166310456740284,0.3191489361702128,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.175,0.0,0.18286151491966335,0.1295843520782396,0.14577302753655458,0.25306306814973745,0.012151748666271488,0.024490094305139265,0.5813975011568718,0.5175729915853385,0.06913972033764824,0.061499433052101544,0.05150214592274678,0.019151338688813278,0.34594766653253745,0.018443758410512153,0.0425531914893617,0.0136986301369863,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.275,0.0,0.7880642693190513,0.08630806845965769,0.036443256884138645,0.1693862571283383,0.0,0.014986475619562832,0.5540953262378528,0.5113587742711029,0.0,0.0019218572828781733,0.0,0.08396325301295188,0.4126826382176902,0.023747328425552126,0.5957446808510638,0.0,0.0,0.0,0.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.2,0.0,0.35348125478194337,0.2217114914425428,0.3515920730349588,0.3387160521709672,0.15263781861292236,0.0,0.47727903748264694,0.43638067684032517,0.2663675979022407,0.11083350950358425,0.18313304721030044,0.02032648392021362,0.5255702299986361,0.05802263911976569,0.19148936170212766,0.01821917808219178,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.175,0.2777777777777778,0.0007651109410864575,0.22797066014669926,0.2685370741482966,0.5363333521540286,0.05097806757557795,0.0,0.556038870893105,0.48008394286994965,0.052029797982744236,0.07303057674937058,0.04721030042918455,0.338823328026455,0.4574996904870012,0.03166310456740284,0.40425531914893614,0.009178082191780823,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.075,0.05555555555555555,0.4093343534812548,0.11440097799511002,0.3017887627106064,0.22579188075207499,0.02015411973918198,0.0,0.5582600647848218,0.5588313196552638,0.20087387192934353,0.11275536678646243,0.17167381974248927,0.012513059863811076,0.7338539819780828,0.0290508984405921,0.3191489361702128,0.045616438356164385,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.45,0.0,0.34123947972456004,0.05444987775061125,0.004082238551176427,0.16526452487154875,0.0014819205690574985,0.0,0.5770476631189264,0.5167172632994438,0.0,0.0006342129033497972,0.0,0.0028099126429505126,0.4456387376163519,0.002612206126810734,0.19148936170212766,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.125,0.0,0.396327467482785,0.09938875305623472,0.08832479774363541,0.16932979504262885,0.043272080616478956,0.0,0.6156409069875057,0.5903913938183819,0.02903378232538604,0.0288278592431726,0.04004291845493562,0.020495894460585886,0.700476407746704,0.018443758410512153,0.23404255319148937,0.009178082191780823,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.15,0.05555555555555555,0.423106350420811,0.346479217603912,0.49090774140874344,0.4798712664445824,0.31802015411973916,0.0035821331968711166,0.4964368347987043,0.4113811862024001,0.49593107028893774,0.09032729229527414,0.10300429184549356,0.09965203313443562,0.419972347362844,0.08176996754531782,0.574468085106383,0.01821917808219178,0.0,0.0,0.0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.325,0.1111111111111111,0.03366488140780413,0.08555012224938875,0.072812291249165,0.254022923606798,0.0,0.0,0.5498380379453957,0.5172673743403762,0.02289101101965337,0.04356850460284819,0.04721030042918455,0.016832591537339913,0.5178846863496,0.05802263911976569,0.6170212765957447,0.0,0.0,0.0,0.3333333333333333,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.1111111111111111,0.24636572302983933,0.21144254278728608,0.15891041341943146,0.4798712664445824,0.0,0.0018276189779954676,0.4136048125867654,0.5147409384486868,0.1688999597482222,0.07303057674937058,0.022875536480686697,0.05748690303945399,0.14453485914684455,0.07915776141850708,0.40425531914893614,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.234123947972456,0.08677261613691932,0.089215467972983,0.254022923606798,0.0,0.0,0.5671448403516891,0.5202827978240052,0.03127971485407272,0.02050621720831011,0.0028755364806866955,0.01749764406545467,0.24624243286430147,0.005303570015039975,0.10638297872340426,0.0,0.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.16832440703902066,0.18748166259168705,0.9090774140874341,0.3246005307436057,0.004445761707172495,0.14840266101323196,0.5506709856547894,0.4758664248894685,0.2652183804784711,0.10891165222070609,0.1616738197424893,0.0054996483675800985,0.2825639675901459,0.30341169951713765,0.0425531914893617,1.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.125,0.16666666666666666,0.2249426166794185,0.12635696821515893,0.15497661990647962,0.28225396646152107,0.0,0.0,0.5443776029615919,0.5178582343473035,0.10387875464499681,0.016662502642553763,0.004291845493562232,0.014979318860474584,0.6169822876370655,0.2823557349798148,0.40425531914893614,0.00452054794520548,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,0.4299923488905891,0.07334963325183375,0.005789356490759297,0.1693862571283383,0.0,0.0,0.5767700138824619,0.5172673743403762,0.00011083822868843373,0.0,0.0,0.004782384354883695,0.6909434612156884,0.00791577614185071,0.2765957446808511,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.275,0.0,0.25554705432287683,0.18029339853300733,0.27172864247012546,0.254022923606798,0.11232957913455839,0.000731047591198187,0.40842202683942613,0.4464660459240847,0.09373413992451333,0.20371687198508637,0.08296137339055794,0.006219561535698358,0.7391515773826817,0.05279822686614422,0.10638297872340426,0.0410958904109589,0.0,0.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.375,0.0,0.43305279265493496,0.07569682151589242,0.09077414087434127,0.1693862571283383,0.0014819205690574985,0.0,0.5885238315594632,0.5153317984556142,0.08090607335157303,0.01985278573213153,0.0028755364806866955,0.009879679895691114,0.9554295518446932,0.02635953455236286,0.2765957446808511,0.050273972602739726,0.0,0.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.425,0.0,0.45983167559296095,0.12474327628361859,0.12157648630594522,0.2823104285472305,0.0,0.0,0.5763998149005091,0.5163912715714839,0.09976023941057396,0.0019218572828781733,0.024334763948497855,0.032267315099530326,0.5642399648477009,0.005303570015039975,0.2978723404255319,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.1,0.05555555555555555,0.07115531752104055,0.1365281173594132,0.10999777332442663,0.23104285472305347,0.004445761707172495,0.0,0.5630726515502082,0.49516106028809526,0.05249065167044878,0.03714950127803509,0.004291845493562232,0.011724819977013754,0.5603675243893175,0.05541043299295496,0.1702127659574468,0.0136986301369863,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.175,0.05555555555555555,0.15072685539403213,0.17613691931540343,0.24196541230609367,0.22579188075207499,0.11914641375222289,0.006652533079903503,0.6221193891716797,0.5928159572950836,0.24136482694652348,0.08008379297753349,0.18742489270386267,0.008215026148717346,0.3911950615848186,0.03957888070925354,0.06382978723404255,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.1820964039785769,0.19858190709046455,0.3069843390484673,0.4798712664445824,0.0,0.0,0.6491439148542342,0.5228092337156945,0.1686024466080585,0.11083350950358425,0.018583690987124465,0.014614341967077784,0.33817812074763015,0.05802263911976569,0.0425531914893617,0.0273972602739726,0.0,0.0,0.0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.425,0.16666666666666666,0.06273909716908951,0.12156479217603912,0.11912714317523937,0.22579188075207499,0.06579727326615294,0.0,0.5627950023137436,0.4849126953403558,0.05632915453765875,0.04164664731997002,0.0,0.028839683792203016,0.5007948508404405,0.08176996754531782,0.0851063829787234,0.059315068493150686,0.0,0.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.775,0.05555555555555555,0.013006885998469778,0.11183374083129585,0.08194166109997773,0.2526113714640619,0.01778304682868998,0.0,0.5069875057843591,0.5137018398158146,0.008458706926222574,0.027540214863644222,0.017167381974248927,0.023763243212240305,0.47363232235806974,0.20050660967307843,0.10638297872340426,0.0136986301369863,0.0,0.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.15,0.0,0.43075745983167557,0.07635696821515893,0.04920953017145402,0.1693862571283383,0.0,0.0,0.5903748264692272,0.5217905095658198,0.014053120679496678,0.007053216228162896,0.0,0.030195498976024533,0.6556809294820778,0.06862977914984564,0.2765957446808511,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.2,0.0,0.29227237949502677,0.08577017114914424,0.15787129815185927,0.254022923606798,0.0002963841138114997,0.0,0.4919018972697825,0.5170840039933987,0.02336353188932511,0.022428074491188284,0.03862660944206009,0.009266516617820632,0.4515666869116987,0.042191086836064276,0.14893617021276595,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.625,0.0,0.40321346595256313,0.07572127139364303,0.03147034810361464,0.16932979504262885,0.0023710729104919974,0.0,0.5747339194817215,0.5152706750066217,0.0004316857327865314,0.0,0.0,0.024611724203258342,0.5568730350589196,0.023747328425552126,0.23404255319148937,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.45,0.1111111111111111,0.18439173680183626,0.16938875305623471,0.2851629184294515,0.3104850093162441,0.06787196206283343,0.0,0.6067561314206387,0.532976100731444,0.19736205015721528,0.10633636346164933,0.02575107296137339,0.004858660599346397,0.27388605324137694,0.1741470751207156,0.19148936170212766,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.225,0.0,0.24483550114766642,0.12420537897310513,0.3064647814146812,0.3387160521709672,0.0,0.0,0.6246182322998611,0.516228275707504,0.2224056562498177,0.1082582207445275,0.01,0.007422902626016162,0.4694710492871772,0.17153486899390485,0.10638297872340426,0.01821917808219178,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.075,0.05555555555555555,0.10252486610558531,0.22,0.3135901432494619,0.0564620857094461,0.26674570243034973,0.006067695006944952,0.6038870893105044,0.5629062162547626,0.16596566348347053,0.08519593334998941,0.15592274678111587,0.0086770375570601,0.6086178537780007,0.5303570015039974,0.02127659574468085,0.009178082191780823,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.2,0.1111111111111111,0.3228768171384851,0.21929095354523226,0.3029021004972909,0.2540793856925075,0.1944279786603438,0.007091161634622414,0.42915316982878293,0.4298200933151322,0.14706482869660076,0.14606115349874116,0.11300429184549356,0.028705394307134206,0.5292337493727125,0.1530119528219742,0.6170212765957447,0.0,0.0,0.0,0.0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.2,0.2222222222222222,0.029074215761285386,0.18381418092909538,0.1230609366881912,0.16932979504262885,0.0945465323058684,0.0,0.5105043961129107,0.5031071086571178,0.047327923649961204,0.0576557184863452,0.020042918454935624,0.031658913628045696,0.2922399983297871,0.05010686297791499,0.2553191489361702,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.20275439938791126,0.15471882640586798,0.16841089586580568,0.22579188075207499,0.0986959098992294,0.0,0.6386857936140676,0.6121717161427028,0.07238319692453084,0.09161493667480253,0.018583690987124465,0.017871507551984567,0.5869837671559546,0.06593841526161641,0.06382978723404255,0.031917808219178084,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.20964039785768937,0.27026894865525675,0.2171750909225859,0.20320704646829654,0.2946058091286307,0.0,0.46274872744099954,0.3653756035940588,0.044702807707340406,0.07624007841177714,0.058669527896995706,0.25855978917313693,0.5705489629759758,0.03427531069421357,0.06382978723404255,0.009178082191780823,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.1111111111111111,0.3863810252486611,0.1645721271393643,0.17264157945520672,0.3387160521709672,0.0,0.126617442795526,0.49495603887089307,0.5215052668038549,0.05646332713028159,0.007053216228162896,0.0,0.01724006253399244,0.5620387962604944,0.0,0.5957446808510638,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
