age,numHandsets,handsetAge,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,children,smartPhone,homeOwner,creditCard,CR_A,CR_B,CR_C,CR_D,CR_E,CR_F,CR_G,Inc_0,Inc_1,Inc_2,Inc_3,Inc_4,Inc_5,Inc_6,Inc_7,Inc_8,Inc_9,churn
0.225,0.05555555555555555,0.2563121652639633,0.08422982885085575,0.04342017368069472,0.16932979504262885,0.015115589804386485,0.0,0.5757519666820916,0.5174507446873536,0.01901750660654179,0.032037360905579154,0.032918454935622316,0.02813760992890517,0.4960978950803062,0.01583155228370142,0.2978723404255319,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.2364192807957154,0.08555012224938875,0.12565872485712165,0.254022923606798,0.0,0.0,0.5442850532161037,0.5172673743403762,0.053896547097496805,0.04228086022331981,0.05291845493562232,0.015739783631848442,0.5773791482917969,0.02635953455236286,0.10638297872340426,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.2,0.0,0.3083397092578424,0.0984596577017115,0.10725154011727156,0.1693862571283383,0.013337285121517486,0.001754514218875649,0.6420175844516428,0.5316721338196043,0.02256432992457167,0.0506025022581823,0.004291845493562232,0.02204565000791376,0.5557018960228779,0.06332620913480567,0.14893617021276595,0.0,0.0,0.0,0.3333333333333333,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.25,0.05555555555555555,0.1009946442234124,0.10831295843520784,0.18110294663400875,0.254022923606798,0.0,0.0,0.5284590467376215,0.5003158044864612,0.07203901505649833,0.01858435992543193,0.0,0.009300555356256544,0.5621103770079305,0.013219346156890684,0.02127659574468085,0.20095890410958905,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.1111111111111111,0.006885998469778117,0.21315403422982887,0.2849402508721146,0.4798712664445824,0.0,0.0,0.5981490050902359,0.5247855585664515,0.018778329376214115,0.07495243403224876,0.02145922746781116,0.032825848858120205,0.6558359466420882,0.2902715111216655,0.10638297872340426,0.0136986301369863,0.3333333333333333,0.0,0.0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.5990818668706962,0.10063569682151588,0.05878423513694055,0.22534018406639936,0.0,0.0,0.5839888940305414,0.5148835598296694,0.0101854498573687,0.012818788076797415,0.0057081545064377685,0.09115554149064006,0.6683017664292091,0.04749465685110425,0.425531914893617,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.5646518745218057,0.09427872860635696,0.1180880279076672,0.254022923606798,0.0,0.0,0.5681628875520592,0.5166153908844563,0.07440161940485705,0.06597736052120769,0.01,0.008541574788617716,0.4331015736468765,0.07654555529169635,0.3829787234042553,0.0136986301369863,0.0,0.0,0.0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.325,0.05555555555555555,0.1315990818668707,0.08616136919315404,0.030282787797817862,0.254022923606798,0.0,0.0,0.5769551133734382,0.5167580122654388,0.012116368472940887,0.003209501662406549,0.0014163090128755365,0.026733158075682963,0.5757699072042665,0.03427531069421357,0.0851063829787234,0.00452054794520548,0.0,0.0,0.0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.05,0.05555555555555555,0.1384850803366488,0.4869926650366748,0.7220366659244415,0.42346564282084576,0.5666864256075874,0.0,0.5850994909763998,0.5037387176300402,0.5481475431831573,0.5329886802606038,0.3075965665236052,0.01014401421245498,0.5511023795899624,0.195282197419457,0.2127659574468085,0.0273972602739726,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3,0.16666666666666666,0.28768171384850805,0.054987775061124684,0.020856527870555933,0.16932979504262885,0.0,0.0,0.5720499768625636,0.4714451620790122,4.083513688521243e-05,0.0,0.0,0.020611897591677628,0.35919480333087056,0.010527982268661444,0.8085106382978723,0.0,0.3333333333333333,0.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.2,0.05555555555555555,0.035960214231063506,0.12281173594132028,0.1903807615230461,0.1536897973011123,0.11381149970361587,0.0,1.0,0.4625007640431124,0.08622630832861784,0.13453000980147214,0.07008583690987122,0.0091046999351597,0.4468080033931573,0.11612443600094988,0.2553191489361702,0.00452054794520548,0.0,0.0,1.0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.375,0.1111111111111111,0.04361132364192808,0.2442542787286064,0.4684925406368292,0.2963694878888826,0.1028452874925904,0.0,0.4847755668671911,0.4677370061734684,0.09581089831467557,0.12620836776660965,0.06008583690987125,0.008377452756318078,0.5293296356673868,0.5013061030634054,0.02127659574468085,0.031917808219178084,0.3333333333333333,0.3333333333333333,0.0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.675,0.05555555555555555,0.32517214996174443,0.07574572127139365,0.07028872559934685,0.22579188075207496,0.0,0.0,0.5711244794076816,0.5152503005236242,7.00030918032213e-05,0.0019218572828781735,0.0,0.02228915663238714,0.5444683028474743,0.01844375841051216,0.4893617021276596,0.0,0.3333333333333333,0.3333333333333333,0.0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.075,0.05555555555555555,0.4093343534812548,0.11440097799511002,0.3017887627106064,0.22579188075207496,0.02015411973918198,0.0,0.5582600647848218,0.5588313196552638,0.2008738719293436,0.11275536678646245,0.17167381974248927,0.012513059863811076,0.7338539819780828,0.0290508984405921,0.3191489361702128,0.045616438356164385,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.05555555555555555,0.29456771231828616,0.02491442542787286,0.0017071179395828696,0.0564620857094461,0.0,0.0,0.5707542804257288,0.5168802591634237,0.0,0.0,0.0,0.02011051725164561,0.4694461120526802,0.00791577614185071,0.14893617021276595,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.2593726090283091,0.16887530562347186,0.16937578861426555,0.31641352831573594,0.05720213396561944,0.0,0.6145303100416475,0.5126219922169475,0.10013942282450808,0.1377395114638787,0.16450643776824034,0.0372603951609335,0.5473520368312847,0.13718040053827274,0.1276595744680851,0.01821917808219178,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.1,0.05555555555555555,0.15990818668706966,0.10743276283618584,0.1343427595932606,0.2032070464682965,0.0,0.0,0.6474780194354465,0.527862105499073,0.018877500422935345,0.09032729229527414,0.03862660944206009,0.016987951804699232,0.6204761510240461,0.0870735375603578,0.40425531914893614,0.0,0.3333333333333333,0.3333333333333333,0.0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.5,0.0,0.3825554705432288,0.06034229828850856,0.15030060120240482,0.12703969284625374,0.01926496739774748,0.0,0.3854696899583526,0.4771703918013081,0.04032761446963908,0.14542694059539138,0.06579399141630901,0.009006471702141378,0.8547698193464942,0.10029288371724847,0.2340425531914893,0.1689041095890411,0.3333333333333333,0.0,0.0,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.3,0.05555555555555555,0.5700076511094109,0.08232273838630808,0.017145401914940992,0.020721585455366717,0.03852993479549496,0.0,0.5515039333641832,0.4486664900878141,0.015686526154905175,0.0,0.0,0.03098306907812302,0.4536208997755872,0.03166310456740284,0.7446808510638298,0.0,0.0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.2222222222222222,0.029074215761285382,0.18381418092909527,0.1230609366881912,0.16932979504262885,0.0945465323058684,0.0,0.5105043961129107,0.5031071086571178,0.0473279236499612,0.0576557184863452,0.020042918454935624,0.031658913628045696,0.2922399983297871,0.05010686297791499,0.2553191489361702,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.125,0.0,0.39632746748278497,0.09938875305623472,0.08832479774363541,0.16932979504262885,0.04327208061647896,0.0,0.6156409069875057,0.5903913938183819,0.02903378232538604,0.0288278592431726,0.04004291845493562,0.020495894460585886,0.7004764077467039,0.01844375841051216,0.2340425531914893,0.009178082191780823,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.2,0.0,0.180566182096404,0.29136919315403426,0.19275588213463965,0.254022923606798,0.2406639004149377,0.0,0.5709393799167052,0.48756137813003,0.06055850800077004,0.06789921780408588,0.017167381974248927,0.03188139393709605,0.4727970873035365,0.13195598828465133,0.0425531914893617,0.01821917808219178,0.0,0.0,0.0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.35,0.0,0.4506503442999235,0.2041809290953545,0.204260372597046,0.2823104285472305,0.12062833432128038,0.03304335112215805,0.5906524757056918,0.5115828935840754,0.14377468338184934,0.02627178905694463,0.011459227467811159,0.031801996051669286,0.5293820222100515,0.06593841526161641,0.2765957446808511,0.0136986301369863,0.0,0.0,0.6666666666666666,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.05555555555555555,0.21652639632746748,0.16374083129584352,0.15297261189044756,0.2879001750324657,0.09187907528156493,0.0,0.55835261453031,0.4541268515311425,0.06962974198027079,0.0647089347145081,0.04150214592274678,0.008718033802243442,0.5518955669717502,0.07654555529169635,0.2340425531914893,0.00452054794520548,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.275,0.05555555555555555,0.2379495026778883,0.08508557457212712,0.040451272916202784,0.1834453164699904,0.00978067575577949,0.0,0.5824155483572421,0.5201809254090177,0.01090881513933532,0.03138392942940057,0.04150214592274678,0.023364250770046155,0.5254271549771501,0.02374732842555213,0.4893617021276596,0.00452054794520548,0.0,0.0,0.0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.425,0.0,0.6419280795715379,0.10080684596577016,0.16982112372893934,0.2822539664615211,0.0,0.0,0.5221656640444239,0.5167580122654388,0.00041418495983572615,0.005131358945284723,0.0,0.012972319100707872,0.3854759038516525,0.04219108683606428,0.4680851063829787,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.275,0.0,0.14843152257077274,0.1728361858190709,0.13515920730349587,0.254022923606798,0.11677534084173087,0.0,0.5705691809347524,0.4567551598378191,0.06514954410486462,0.04420271750619799,0.0,0.035635905065528564,0.44883146691636056,0.12665241826961135,0.02127659574468085,0.2191780821917808,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.4,0.0,0.23718439173680184,0.08555012224938875,0.02338009352037408,0.254022923606798,0.0,0.0,0.5592781119851921,0.5172673743403762,0.0,0.0,0.0,0.0,0.23398717768209296,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.9074215761285388,0.11784841075794622,0.09693460996066207,0.1693862571283383,0.05127445168938945,0.0,0.6119389171679779,0.5889651800085574,0.03415567520898838,0.007053216228162895,0.007167381974248927,0.02813866717047151,0.6026837452198773,0.03166310456740284,0.7021276595744681,0.0,0.0,0.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.375,0.0,0.1637337413925019,0.023667481662591687,0.09114525346990276,0.0564620857094461,0.0,0.0,0.597686256362795,0.5179193577962959,0.036716621650789566,0.012818788076797415,0.04150214592274678,0.01360855075966416,0.6819277976988248,0.04488245072429352,0.02127659574468085,0.00452054794520548,0.0,0.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.1,0.1111111111111111,0.6419280795715379,0.2708312958435208,0.2257849031396125,0.2823104285472305,0.26289270895080025,0.000731047591198187,0.5382693197593706,0.4718322772559647,0.026887020843420584,0.09993657870966502,0.012875536480686695,0.026746987953515173,0.7206257625674392,0.09237710757539776,0.7234042553191491,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.5156847742922723,0.1478239608801956,0.10569286721591332,0.2823104285472305,0.04949614700652045,0.0,0.6924571957427117,0.5929585786760662,0.010745474591794472,0.01729671554590356,0.0014163090128755365,0.024810738604114424,0.2787218843725536,0.06593841526161641,0.3404255319148936,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.45,0.3333333333333333,0.16985462892119355,0.09775061124694376,0.17917316113708898,0.254022923606798,0.03615886188500297,0.0,0.5989819527996298,0.5263543937572585,0.06777466004748542,0.12044279591797513,0.10300429184549356,0.01009510287823499,0.5450448832532624,0.07124198527665637,0.6595744680851063,0.1004109589041096,0.0,0.0,0.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.075,0.16666666666666666,0.028309104820198924,0.11105134474327627,0.15453128479180586,0.16932979504262885,0.04979253112033195,0.0,0.7311429893567792,0.5651066604184919,0.05547161666306929,0.033959218188457325,0.07008583690987122,0.018504121600579185,0.6174520081987902,0.14248397055331274,0.4893617021276596,0.0,0.0,0.0,0.0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15,0.0,0.3802601377199694,0.09378973105134474,0.031173458027165438,0.1693862571283383,0.0,0.025805979969296004,0.6506247107820453,0.5683869521810885,0.005629415299175713,0.00832164203486249,0.012875536480686695,0.016345381524176274,0.6078418486324821,0.021135122298741392,0.2340425531914893,0.0,0.0,0.0,0.0,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.25,0.0,0.17750573833205815,0.07154034229828851,0.07964076300749648,0.22579188075207496,0.013337285121517486,0.0,0.58611753817677,0.5187547115991932,0.05403655328110325,0.04099321584379143,0.01,0.022624608435179647,0.4506893203423751,0.03166310456740284,0.0425531914893617,0.0,0.0,0.0,0.6666666666666666,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.125,0.05555555555555555,0.2746748278500383,0.17691931540342298,0.22155421955021154,0.3387160521709672,0.06787196206283343,0.0,0.6534937528921796,0.621747723151525,0.05806756465077208,0.08711779063286759,0.02433476394849785,0.0159782795023456,0.7870537736847915,0.06332620913480567,0.3617021276595745,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1,0.2222222222222222,0.1568477429227238,0.2776039119804401,0.19765456839605136,0.5147648354130201,0.10610551274451688,0.0,0.6133271633503008,0.5029237383101405,0.14236878795480135,0.06982107508696403,0.13733905579399142,0.0297751879139495,0.4308985068402838,0.08176996754531783,0.6382978723404256,0.009178082191780823,0.0,0.0,0.0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.1407804131599082,0.024474327628361856,0.05017442291991391,0.05533284399525718,0.0,0.0,0.5277186487737159,0.5172469998573785,0.00630611185327352,0.0,0.0,0.03763647460866836,0.6006148518484606,0.0,0.0,0.00452054794520548,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.05,0.05555555555555555,0.2325937260902831,0.21102689486552567,0.19127143175239367,0.2606289876348032,0.030823947836395967,0.0,0.7182785747339195,0.7580937633707545,0.11925026688678747,0.09801472142678684,0.13017167381974248,0.008485381627047862,0.4140104009301741,0.07915776141850707,0.3191489361702128,0.1780821917808219,0.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.25,0.0,0.2180566182096404,0.07801955990220047,0.05514733170043791,0.22579188075207496,0.0,0.012062285254770086,0.5041184636742249,0.5133758480878549,0.0,0.0,0.0,0.0,0.4476065394042328,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.275,0.05555555555555555,0.7054322876817138,0.10753056234718826,0.13011207600385954,0.19750437581164249,0.03556609365737996,0.0,0.5542804257288293,0.511155029441128,0.044755310026192825,0.04804643207195433,0.004291845493562232,0.0102518173322209,0.4183710889672445,0.04488245072429352,0.5531914893617021,0.0,0.0,0.0,0.0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2,0.0,0.16526396327467482,0.0909046454767726,0.0447561790247161,0.254022923606798,0.0,0.013670589955406098,0.5800092549745488,0.5254579165053687,0.007367825412289044,0.03074971652605077,0.018583690987124462,0.007079044004186977,0.8760284569000929,0.03696667458244282,0.02127659574468085,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.3726090283091048,0.12657701711491445,0.15185927410376307,0.3332392298571509,0.0,0.0,0.5775104118463674,0.5156577901835742,0.0916573815343511,0.03780293275421368,0.012875536480686695,0.02189061320525325,0.6541920668962782,0.01583155228370142,0.2340425531914893,0.0,0.3333333333333333,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.425,0.0,0.5516449885233359,0.09929095354523228,0.05767089735025607,0.2239850940093727,0.0,0.0,0.5446552521980564,0.4956296733970376,0.015838199520478817,0.01729671554590356,0.0,0.08185794086076928,0.3590052333995535,0.12665241826961135,0.3829787234042553,0.0,0.0,0.0,1.0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.275,0.0,0.5149196633511859,0.07334963325183375,0.06212424849699399,0.2258483428377844,0.0,0.0,0.5772327626099029,0.5172673743403762,0.003155972722128561,0.003209501662406549,0.0,0.030485469170741845,0.4916778684823887,0.01844375841051216,0.3617021276595745,0.0,0.0,0.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.05,0.05555555555555555,0.09640397857689363,0.2843276283618582,0.4102278631336748,0.36739879171136575,0.18435091879075285,0.0,0.4981952799629801,0.4603206943623805,0.19864544017360766,0.08392750754328983,0.1101716738197425,0.013579613500987613,0.3895684688176893,0.22694530198685986,0.1276595744680851,0.11410958904109587,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
