customer,age,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1015453,64.0,,yes,False,4,3,892,False,29.99,A,False,True,36.04,1173.0,44.99,3.0,0.0,-8.62,-0.021,192.56,29.33,0.0,0.910783986,-7.743607662,6.67,30,11.33,0,0,0,1
1091167,,,unknown,False,0,2,307,True,99.99,B,True,False,85.04,1288.75,59.99,87.0,0.0,-7.455,0.299,462.02,50.67,9.33,0.7468724720000001,3.5707920680000003,42.67,11,0.0,0,0,1,1
1005264,54.0,suburban,yes,False,7,2,296,True,29.99,A,False,True,17.84,23.75,16.99,0.0,0.0,-0.395,-0.017,0.55,0.0,0.0,1.5566666669999998,-2.246432989,1.33,34,0.0,0,0,0,0
1083068,26.0,,no,False,8,1,309,True,0.0,E,False,True,42.56,48.25,10.0,32.0,0.0,2.895,1.9538,0.0,0.0,0.0,0.0,-2.023996988,0.0,11,0.0,0,0,0,1
1078160,,,unknown,False,0,1,216,True,0.0,C,True,False,37.18,150.75,44.99,0.0,1.87,0.385,0.0804,12.63,16.0,4.33,0.529333921,23.70002623,4.67,7,0.0,0,0,0,0
1003013,26.0,,no,False,9,1,1270,True,0.0,A,False,True,62.6,352.0,29.99,54.25,0.0,11.3,1.4776,10.22,4.67,1.0,1.13434841,-0.932570673,0.67,42,0.0,0,0,0,1
1090227,20.0,,no,False,3,2,130,True,129.99,C,True,True,68.52,968.75,44.99,65.75,5.62,1.345,0.7572,164.59,109.0,29.67,0.300762395,-15.02566899,6.67,11,0.0,0,0,0,1
1059690,38.0,town,no,False,7,1,430,True,0.0,B,False,True,30.24,19.75,29.99,0.0,0.0,0.045,-0.005,0.67,0.67,0.0,8.955223881,-2.402142651,1.33,15,0.0,0,0,0,0
1098961,44.0,,no,True,4,1,1036,False,0.0,E,False,False,87.79,111.25,94.99,7.25,0.0,-1.045,0.07400000000000001,38.77,14.33,8.67,2.066666667,-6.267116525,3.33,35,0.0,0,0,0,0
1035650,46.0,,yes,True,9,4,31,True,29.99,B,False,True,36.74,50.5,32.49,0.0,3.69,0.01,-0.0496,0.45,4.0,0.0,1.475714286,-29.13815058,3.67,18,0.0,0,0,2,1
1014301,,,unknown,False,0,1,822,True,0.0,D,True,False,29.99,161.75,29.99,0.0,0.0,0.125,0.0,18.02,7.0,0.0,2.600900225,-3.921391878,0.33,27,12.67,1,0,0,1
1036383,44.0,suburban,yes,True,7,1,633,True,0.0,B,False,True,31.59,100.25,29.99,0.0,1.35,-0.605,-0.032,1.87,1.0,0.0,1.2142474559999998,-11.29565882,5.0,21,0.0,0,0,0,1
1028257,,,unknown,False,0,2,286,True,149.99,B,True,False,210.15,1066.25,99.99,395.25,1.07,-21.325,-2.1382,374.59,46.33,6.67,2.921524957,3.580099573,7.67,19,0.0,0,0,0,1
1077061,42.0,town,yes,False,5,3,118,True,99.99,B,False,True,41.12,540.75,44.99,17.5,0.0,-2.495,-0.1226,98.84,32.33,7.0,0.7567649740000001,2.051124889,4.67,11,1.0,0,0,0,1
1075906,26.0,,yes,True,6,2,131,True,59.99,C,False,True,21.93,447.5,10.0,19.0,0.0,-6.55,-0.1586,115.09,15.67,9.0,1.070588235,-3.917599445,5.0,14,1.0,0,0,0,1
1082755,58.0,town,yes,False,7,1,371,True,0.0,C,False,True,35.34,322.5,44.99,1.0,0.0,0.01,-0.006999999999999999,15.66,20.67,0.0,1.208890101,9.71913171,21.0,13,0.0,0,0,1,0
1029675,26.0,suburban,unknown,False,6,3,64,True,99.99,B,True,True,98.02,939.0,44.99,103.0,15.85,5.9,1.317,227.1,86.0,10.67,0.7777777779999999,-1.779961207,15.0,23,2.0,0,0,0,0
1055238,66.0,town,yes,False,7,1,348,True,0.0,B,False,True,31.59,115.5,39.99,0.0,1.31,-1.17,0.003,2.41,5.67,0.0,4.397301349,-12.38676739,9.0,11,0.0,0,0,2,0
1009036,50.0,suburban,yes,True,7,2,445,True,29.99,D,False,True,37.65,421.5,34.98,2.25,1.14,3.63,-0.0138,33.13,7.67,2.33,1.472727273,-9.936066751,3.33,35,6.33,0,0,0,0
1097029,50.0,town,unknown,False,4,1,195,True,0.0,B,True,True,49.39,414.5,54.99,8.25,0.36,-0.63,-0.1682,145.06,19.33,0.0,2.365187713,10.45895253,7.67,7,1.0,0,0,0,0
1009495,52.0,suburban,yes,True,7,3,221,True,199.99,A,False,True,78.88,647.25,92.49,1.25,0.19,7.355,-0.0528,201.7,20.33,0.67,5.979375,16.68883227,7.0,29,0.0,0,0,0,0
1067833,34.0,town,no,False,7,1,380,True,0.0,B,False,True,42.3,220.75,39.99,13.25,7.17,-2.655,-0.2256,0.0,0.0,0.0,0.0,-3.815152788,0.0,13,0.0,0,0,0,1
1076343,,,unknown,False,0,1,286,True,0.0,F,True,False,58.29,236.75,62.05,3.5,0.0,-1.175,1.195,53.3,7.0,7.33,1.692440854,15.64793709,5.67,9,0.0,0,0,0,0
1064733,,,unknown,False,0,2,193,True,149.99,C,True,False,108.7,322.25,104.99,0.0,0.0,6.515,0.1118,26.99,1.0,0.0,3.801920768,8.51961165,0.67,12,0.33,0,0,0,1
1020654,56.0,town,yes,True,8,1,734,False,0.0,B,False,True,10.11,18.75,10.0,0.0,0.0,0.265,0.0068,0.0,0.33,0.0,11.12121212,31.94487908,0.0,24,0.0,0,0,0,1
1041024,,,no,False,1,2,203,True,29.99,D,True,False,25.26,167.0,22.26,0.25,0.0,-2.5,-0.5266,37.73,7.33,0.33,1.443516828,-17.43871285,3.67,18,0.67,0,0,0,1
1088260,,suburban,unknown,False,0,1,233,True,0.0,B,True,False,9.68,25.75,10.0,0.0,0.0,0.085,0.0064,3.86,3.0,1.0,1.134,-3.940598889,0.0,8,0.0,0,0,0,1
1023481,28.0,,no,False,6,1,741,False,0.0,B,True,True,56.87,400.0,30.0,70.25,0.0,-0.76,-0.2376,61.51,10.67,0.67,5.129447064,5.462664366,5.0,25,2.67,0,0,0,1
1044543,36.0,,no,False,5,1,504,True,0.0,E,False,True,38.68,328.0,44.99,5.5,0.0,0.86,0.0054,53.88,17.0,3.33,1.044041762,13.53380312,8.33,17,0.0,0,0,0,1
1009510,54.0,town,yes,False,7,1,992,True,0.0,A,False,True,25.29,57.5,24.99,0.0,0.0,-0.71,-0.004,0.0,0.0,0.0,0.8073817759999999,-7.521772052999999,8.67,33,0.0,0,0,3,1
1043383,58.0,rural,unknown,False,8,1,562,True,0.0,B,False,True,30.0,19.5,30.0,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.357601713,11.39076141,1.0,19,0.0,0,0,0,1
1067155,,,unknown,False,0,1,447,True,0.0,B,True,False,56.49,1064.5,59.99,7.5,3.26,-0.63,-0.1144,501.35,55.0,18.0,0.748454545,-19.29462302,7.67,15,0.67,0,0,0,1
1005824,34.0,,unknown,True,5,1,1024,False,0.0,C,False,True,30.0,32.75,30.0,0.0,0.0,-0.295,0.0,0.0,0.0,0.0,1.89,-11.46470433,0.67,34,0.0,0,0,0,1
1065044,48.0,town,yes,True,6,1,354,True,0.0,B,False,True,47.4,357.0,39.99,49.0,0.0,6.26,0.8418,0.21,8.67,0.33,0.485001485,-18.35437734,2.0,12,0.0,0,0,0,1
1099256,34.0,suburban,yes,True,7,2,606,True,29.99,E,False,True,46.68,535.5,85.49,0.0,0.0,3.01,0.885,112.97,68.0,22.0,74.77477477,3.5862991,4.67,31,0.67,0,0,0,1
1061813,44.0,suburban,unknown,False,7,1,310,True,0.0,B,False,True,10.57,263.25,10.0,0.0,0.48,-0.605,-0.0114,57.77,17.67,1.33,4.410384615,1.7909457999999998,4.33,10,0.0,0,0,3,1
1028451,26.0,,unknown,False,0,2,193,True,79.99,E,True,False,124.7,1153.5,30.11,275.75,0.0,-9.29,-2.4984,132.58,38.0,5.33,1.313829787,-25.84900157,15.0,21,2.0,0,0,0,1
1019229,58.0,,yes,True,4,4,638,True,9.99,D,False,True,33.88,262.0,32.49,2.0,0.0,-1.04,-0.0276,0.33,0.33,0.0,1.819970487,0.124426014,5.0,23,3.67,0,0,0,0
1072835,50.0,,unknown,False,6,2,289,True,9.99,E,False,True,10.0,62.25,10.0,0.0,0.0,-0.945,0.0,6.6,3.33,0.67,0.258470474,-15.03674743,0.67,12,0.0,0,0,2,1
1019522,58.0,suburban,unknown,False,5,1,793,False,0.0,B,True,True,30.09,38.25,29.99,0.0,0.1,-0.025,-0.002,8.89,5.0,0.0,0.7340000000000001,-0.140990635,0.67,27,0.0,0,0,0,0
1068451,52.0,,yes,False,6,1,376,True,0.0,C,False,True,53.83,514.0,39.99,66.0,0.0,0.64,-0.163,0.0,0.0,0.0,0.0,6.755744093,0.0,13,0.0,0,0,0,1
1029118,38.0,,yes,True,4,3,272,True,99.99,E,False,True,54.17,550.0,50.0,10.75,0.0,-0.36,-0.0636,80.82,15.33,3.33,1.541826351,-13.08151226,43.0,19,8.67,0,0,0,0
1016488,,suburban,unknown,False,0,1,721,True,0.0,A,False,False,36.05,146.5,34.98,0.0,0.0,-0.51,0.0116,33.84,9.33,0.0,1.166666667,9.512182647000001,0.0,24,0.0,0,0,0,1
1096090,38.0,suburban,unknown,True,7,1,226,True,0.0,E,False,True,25.12,1670.25,10.0,2.0,0.0,-7.005,0.6254,565.01,186.0,100.67,0.985566667,-2.677407905,3.33,8,0.0,0,0,0,1
1052979,98.0,suburban,no,False,3,1,474,True,0.0,B,False,True,30.0,0.5,30.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-20.06767229,0.0,16,0.0,0,0,0,0
1046093,40.0,suburban,yes,False,8,1,490,True,0.0,A,False,True,24.94,529.5,10.0,61.75,0.0,0.25,-0.2738,37.52,7.0,1.33,0.902574993,5.837465389,2.67,16,1.0,0,0,0,1
1048904,,town,unknown,False,0,3,123,True,29.99,E,True,False,40.92,956.25,36.28,27.25,0.0,-18.385,-1.5152,348.54,93.67,48.67,0.988808737,-12.22229066,11.67,19,15.0,0,0,0,1
1024464,56.0,suburban,no,False,6,2,197,True,149.99,C,False,True,56.6,308.25,44.99,61.75,0.0,-6.045,-0.4322,60.49,16.0,3.0,3.476190476,-7.560884304,6.33,24,0.0,0,0,0,1
1053299,40.0,,no,False,9,1,363,True,0.0,B,False,True,33.74,138.5,39.99,9.0,0.0,2.59,0.0812,35.78,0.33,0.0,2.08375,3.75953745,6.67,12,0.0,0,0,0,0
1030121,70.0,suburban,yes,False,3,2,80,True,59.99,C,False,True,30.46,526.75,39.99,0.0,0.1,1.665,0.0206,65.07,13.67,0.0,0.931895066,-16.38870561,7.67,25,7.67,0,0,0,1
1038455,52.0,suburban,yes,True,9,1,612,True,0.0,B,False,True,60.64,235.75,29.99,84.75,0.0,-3.595,-0.5734,9.17,14.33,0.0,2.365863963,-4.3452634460000015,7.67,21,0.67,0,0,0,0
1022001,,town,unknown,False,0,2,10,True,29.99,B,True,False,41.71,502.0,45.0,21.5,0.59,-2.8,-0.1346,50.42,41.0,10.33,3.171844488,-11.63053981,5.33,22,0.67,0,0,0,0
1011219,40.0,suburban,no,False,3,2,922,True,29.99,A,False,True,43.98,438.25,34.98,30.0,0.0,-1.005,-0.06,76.72,25.0,1.0,0.766577332,-6.736939867,5.67,32,0.0,0,0,0,1
1046170,44.0,,yes,False,7,2,106,True,59.99,B,False,True,93.08,732.75,69.99,109.25,0.06,-4.635,-0.642,0.0,0.0,0.0,0.0,3.110291432,0.0,18,0.0,0,0,0,0
1013570,,suburban,unknown,False,0,2,332,True,29.99,C,True,False,52.47,841.0,59.99,0.0,0.0,9.94,0.0296,217.44,50.67,21.0,1.5600541330000002,-4.965993657,10.0,30,0.0,0,0,1,0
1064471,36.0,,yes,False,5,2,401,True,149.99,E,False,True,10.0,5.75,10.0,0.0,0.0,-0.115,0.0,0.0,0.33,0.0,1.33,-8.448266271,0.33,14,0.0,0,0,0,1
1059007,34.0,,unknown,True,3,1,433,True,0.0,C,False,True,80.6,372.25,84.99,19.25,0.8,0.295,-0.1122,119.96,11.0,15.0,4.954055321,1.874453007,8.0,15,0.0,1,0,0,0
1091977,28.0,,unknown,False,6,2,242,True,129.99,B,False,True,45.86,243.75,49.67,19.25,0.0,-0.375,-0.3174,58.8,29.33,11.33,0.959122807,-2.249856524,4.67,9,2.0,0,0,0,0
1007844,44.0,town,yes,False,9,3,675,True,29.99,A,False,True,30.43,225.5,30.0,5.5,0.0,2.17,0.1156,9.7,1.0,0.0,0.8486363640000001,-6.571708639,1.33,34,0.0,0,0,0,1
1015500,70.0,suburban,yes,False,8,1,738,True,0.0,E,False,False,17.15,1.75,16.99,0.0,0.0,-0.035,-0.0032,0.0,0.0,0.0,0.33,9.530755186,0.0,24,0.0,0,0,0,1
1065203,50.0,suburban,yes,True,8,2,224,True,59.99,A,False,True,53.22,738.75,70.66,7.0,0.0,3.005,-0.0646,87.28,38.67,15.67,0.855932203,4.32690978,16.33,10,1.0,0,0,3,0
1047049,,,unknown,False,0,3,81,True,29.99,C,True,False,64.48,239.75,29.99,88.5,0.0,-3.595,-0.6298,24.77,13.67,0.67,3.281009879,-1.538058252,3.33,20,0.67,0,0,2,1
1028265,32.0,town,unknown,False,8,1,581,True,0.0,B,False,True,37.15,233.5,30.0,9.0,0.0,-2.23,-0.0634,7.16,3.33,0.0,4.633,-10.63334361,5.33,19,1.33,0,0,0,0
1099550,56.0,suburban,no,False,6,1,897,True,0.0,A,False,True,29.99,2.25,29.99,0.0,0.0,-0.045,0.0,0.0,0.0,0.0,1.0,-10.32102916,0.0,30,0.0,0,0,0,0
1081784,46.0,town,yes,True,6,1,266,True,0.0,C,False,True,46.1,617.75,44.99,31.5,0.0,1.585,0.2012,166.05,38.33,22.33,0.759702905,-3.675586011,31.0,9,0.67,0,0,0,0
1050993,56.0,,no,True,4,1,491,True,0.0,B,False,True,47.86,631.75,35.99,38.75,0.0,-1.655,-0.2374,169.89,72.67,21.0,2.04644967,2.195575635,8.0,17,4.67,0,0,0,0
1062323,24.0,,no,False,4,2,359,True,199.99,B,False,True,32.43,703.0,39.99,3.75,0.0,-5.08,-0.0488,187.48,52.67,13.33,0.620347222,3.068420492,10.33,14,0.0,0,0,0,1
1019075,,,unknown,False,0,2,799,True,9.99,D,True,False,50.0,297.75,50.0,0.0,0.0,-0.175,0.0,58.95,16.0,0.67,1.76744186,3.101915415,7.0,29,2.33,0,0,0,1
1096056,44.0,suburban,no,True,6,1,227,True,0.0,E,False,True,67.19,404.0,69.99,4.25,5.56,-1.64,-0.2244,50.36,0.33,0.0,6.724782609,11.85856156,5.0,8,0.0,0,0,0,0
1085387,40.0,,yes,True,6,2,361,True,29.99,B,True,True,34.99,158.5,44.99,0.0,0.0,-0.35,0.0,18.5,1.33,0.0,3.998846597,-7.030443756,1.67,12,0.0,0,0,0,1
1041084,34.0,town,no,True,6,2,80,True,79.99,B,False,True,57.55,298.0,10.44,54.33,0.0,2.32,-0.4196,62.12,17.0,8.33,3.428126217,9.787288757999999,2.67,16,0.0,0,0,0,1
1080490,54.0,suburban,unknown,False,9,1,316,True,0.0,A,False,True,27.33,178.0,10.0,57.75,0.0,0.5,0.1634,9.35,2.67,0.33,1.2775,7.672435275,4.0,11,0.0,0,0,0,0
1063771,46.0,,no,False,4,1,298,True,0.0,E,False,True,116.16,1747.5,59.99,204.25,3.08,-0.05,0.1184,793.87,21.67,0.67,0.82815735,6.125342257000001,48.67,10,4.67,0,0,0,0
1061438,24.0,town,unknown,False,0,2,141,True,59.99,B,True,False,155.21,1388.25,10.0,576.25,0.0,3.895,0.8538,308.0,46.67,29.0,1.691588785,1.942354046,8.0,14,0.0,0,0,0,0
1076487,60.0,rural,yes,False,3,1,331,True,0.0,D,True,False,59.99,400.25,69.99,0.0,0.0,1.115,0.0,170.39,4.67,3.0,3.031904762,-13.11249991,7.67,11,0.0,0,0,1,1
1047715,40.0,suburban,yes,False,6,1,411,False,0.0,E,False,True,26.97,136.25,26.61,0.0,0.1,-0.285,0.0682,19.14,4.0,2.67,1.7746531680000002,10.40333361,1.0,14,2.67,0,0,0,0
1048707,54.0,suburban,unknown,True,6,3,241,True,9.99,G,False,True,69.28,960.5,54.99,57.25,0.0,1.83,0.1542,338.32,55.33,6.0,0.363305252,-16.34606329,22.0,15,0.0,0,0,0,1
1071953,26.0,suburban,yes,False,9,2,23,True,59.99,B,False,True,30.26,291.5,39.99,0.0,0.0,-2.75,-0.0054,10.4,4.33,1.33,1.030927835,7.476613435,0.33,8,0.0,0,0,0,0
1049053,36.0,,unknown,False,2,1,399,True,0.0,B,False,True,30.26,42.75,29.99,0.0,0.0,0.585,-0.0054,0.0,0.33,0.0,2.759398496,-1.477838254,1.0,13,0.0,0,0,0,1
1049977,,,unknown,False,0,1,561,True,0.0,B,True,False,35.19,498.75,44.99,0.0,0.2,0.425,-0.004,179.93,49.33,22.33,0.7601094559999999,-11.09695701,5.0,19,0.33,1,0,0,1
1071279,28.0,suburban,unknown,False,7,1,419,True,0.0,B,True,True,50.73,99.5,59.99,0.0,0.32,-0.61,-0.0148,0.0,0.0,0.0,0.0,9.642829796000001,0.0,14,0.0,0,0,0,0
1063388,,town,unknown,False,0,1,469,True,0.0,B,True,False,38.66,274.25,48.66,0.0,0.0,1.235,-0.1734,37.82,18.33,0.67,1.029555194,8.970209119,14.0,16,0.0,0,0,0,1
1050510,42.0,suburban,no,False,4,1,495,False,0.0,A,False,True,9.5,154.75,10.0,0.0,0.0,-3.095,0.0,0.0,0.0,0.0,0.0,-9.733036975,0.33,17,0.0,0,0,0,1
1070233,22.0,,no,False,3,2,126,True,59.99,E,True,False,116.29,1381.75,65.07,155.5,0.0,-4.035,-0.5589999999999999,340.52,43.67,25.67,1.015412541,-8.652487249,28.67,12,8.33,0,0,0,0
1066347,52.0,suburban,yes,True,7,1,346,True,0.0,B,False,True,51.05,445.25,59.99,0.0,0.57,1.055,-0.0014,0.0,0.0,0.0,0.0,4.754520066,0.0,11,0.0,0,0,0,0
1089043,38.0,suburban,yes,True,5,1,332,True,0.0,D,False,True,59.8,512.25,33.26,66.0,0.0,-3.765,0.7538,200.71,22.0,14.67,0.633813976,-10.76170681,12.67,11,6.67,0,0,0,1
1054863,50.0,town,yes,True,6,1,351,True,0.0,E,False,False,40.48,407.5,41.98,22.0,0.0,-0.51,-0.17,236.13,23.33,6.67,0.519452984,14.41043755,3.67,12,1.33,0,0,0,1
1001810,32.0,,unknown,False,0,4,584,True,9.99,C,True,True,54.09,528.5,50.0,12.25,0.42,-0.59,-0.0818,130.09,56.0,17.67,3.949924455,-6.842721997000001,4.67,46,0.0,0,0,0,0
1046833,58.0,suburban,unknown,False,8,3,241,True,39.99,B,False,True,73.83,422.5,49.99,69.75,0.2,8.09,1.3159999999999998,41.39,15.0,2.33,2.175833333,10.32464569,4.33,16,0.0,1,1,0,0
1008708,30.0,suburban,unknown,False,3,3,536,True,29.99,A,False,True,102.68,919.25,70.31,79.0,0.0,8.175,1.6828,279.01,34.0,10.67,1.968503937,1.177499589,24.0,32,2.67,0,0,0,1
1064382,42.0,,yes,False,4,1,464,True,0.0,B,True,False,54.33,210.75,59.99,0.0,0.0,-1.015,-0.0038,16.95,41.33,3.0,1.443232185,-8.62750027,3.67,16,0.67,0,0,0,1
1082856,,,unknown,False,0,2,110,True,129.99,G,True,False,82.79,878.75,59.99,108.25,0.32,-5.855,-0.6559999999999999,89.47,16.33,3.0,2.256410256,-9.804682073,28.67,13,0.0,0,0,0,1
1003979,46.0,suburban,yes,True,6,1,1051,False,0.0,A,False,True,5.3,8.5,5.0,0.5,0.0,-0.13,-0.011,0.0,0.0,0.0,0.335,10.84776861,0.0,35,0.0,1,1,0,0
1076532,54.0,,unknown,True,6,1,285,True,0.0,B,False,True,84.44,1691.5,84.99,17.0,0.0,-2.31,-0.189,437.69,155.0,37.33,1.156657963,0.18565228,30.0,9,3.0,0,0,0,0
1021409,56.0,suburban,unknown,False,3,1,661,True,0.0,C,False,True,15.72,3.25,15.0,0.0,0.58,-0.025,-0.0142,0.0,0.0,0.0,1.0,-2.1906207980000003,0.0,22,0.0,0,0,0,1
1083267,40.0,,yes,False,6,2,357,True,59.99,D,False,True,10.0,18.0,10.0,0.0,0.0,-0.36,0.0,6.33,3.67,2.67,2.154734411,19.56442513,1.33,13,0.0,0,0,0,1
1095746,32.0,suburban,unknown,False,6,1,239,True,0.0,B,True,False,53.0,491.0,44.82,10.25,3.35,0.46,0.003,118.52,32.0,12.0,1.432037037,-11.55353282,2.33,8,1.0,0,0,0,1
1020336,,suburban,unknown,False,0,1,676,True,0.0,E,True,False,50.55,257.5,59.99,0.0,0.0,-1.11,0.0284,60.35,33.0,21.67,2.252289233,6.762389037999999,9.0,22,0.0,0,0,0,1
1086090,,town,unknown,True,6,1,357,True,0.0,B,False,True,36.83,353.0,44.99,5.25,0.0,-4.22,-0.0368,113.44,12.67,0.0,1.4897959180000002,1.541663637,2.0,12,4.67,0,0,0,1
1097552,40.0,,unknown,False,1,2,30,False,99.99,C,False,True,155.35,986.25,59.99,200.0,20.75,2.535,0.9758,231.31,38.67,15.67,2.199507042,-25.01090426,27.0,7,0.33,0,0,0,1
1059009,34.0,,no,True,1,1,387,True,0.0,C,False,True,26.45,0.0,36.45,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,9.431251724,0.33,13,0.0,0,0,0,1
1052432,32.0,,unknown,False,6,1,433,True,0.0,B,False,True,44.19,350.5,29.99,31.25,0.0,0.35,0.012,96.09,11.33,2.0,1.397647861,8.176001767,2.33,14,0.0,0,0,0,0
1074327,46.0,suburban,unknown,False,4,1,341,True,0.0,B,False,True,35.41,169.75,44.99,0.0,0.0,-1.355,-0.0084,0.0,0.0,0.0,0.0,-6.545516509,0.0,12,0.0,0,0,0,0
1092769,40.0,suburban,no,False,8,1,233,True,0.0,B,False,True,55.61,749.5,44.99,50.75,0.0,-0.53,-0.2844,54.98,17.0,7.33,0.659905259,-5.80317736,40.0,8,5.0,0,0,1,0
1056652,54.0,town,yes,False,6,1,446,True,0.0,D,False,True,22.27,13.75,29.27,1.25,0.0,0.225,-0.0054,0.0,0.33,0.0,0.210110585,-4.923477317,0.33,15,0.0,0,0,0,1
1076137,80.0,rural,no,True,5,2,17,True,149.99,B,False,True,45.74,276.0,44.74,15.0,0.0,-3.56,-0.035,14.5,14.33,4.0,1.776891159,-3.061735653,25.33,11,1.0,0,0,0,1
1066900,,suburban,unknown,False,0,2,69,True,149.99,G,False,False,89.49,910.25,84.99,1.0,0.27,0.735,-0.0532,222.51,27.33,18.0,2.9858474580000003,-1.988687795,17.67,9,6.33,0,0,1,0
1081852,36.0,town,yes,False,7,1,373,True,0.0,B,False,True,10.0,22.25,10.0,0.0,0.0,-0.225,0.0,0.0,0.33,0.0,1.388333333,-4.575005731,1.33,13,0.0,0,0,0,1
1012560,34.0,suburban,yes,True,6,1,801,True,0.0,A,False,True,71.46,702.75,59.99,69.25,0.0,4.085,0.8024,123.98,20.0,3.33,3.626097561,12.83646054,16.67,26,0.0,0,0,0,0
1082441,46.0,,unknown,False,7,3,8,True,129.99,B,False,True,108.81,1010.5,60.11,146.75,0.0,6.23,0.7516,367.58,28.33,8.0,1.112149533,9.419398576,7.67,11,1.67,0,0,3,0
1011815,30.0,suburban,no,False,7,3,614,False,29.99,D,False,True,61.97,166.75,79.99,0.0,0.0,0.345,-0.0198,15.97,9.67,1.0,2.139384732,-2.802505114,7.67,31,1.33,0,0,0,0
1019179,42.0,suburban,yes,False,8,2,687,True,79.99,A,False,True,78.81,638.75,49.99,88.75,0.1,6.205,1.0196,142.29,33.67,7.0,2.7839043180000003,3.2733435980000003,9.33,23,0.0,0,0,2,0
1021047,36.0,suburban,no,False,6,2,646,True,29.99,B,False,True,11.07,57.0,10.0,0.75,0.68,0.5,-0.0058,1.59,6.0,1.0,4.868913858,-3.289201832,6.67,22,0.0,0,0,0,0
1029351,48.0,suburban,unknown,False,6,3,5,True,9.99,B,False,True,33.51,352.25,29.99,0.0,0.0,0.275,-0.0054,81.19,3.0,0.0,0.654575208,3.005440414,11.0,19,0.0,0,0,0,1
1000056,,town,unknown,False,0,4,977,False,9.99,C,True,False,50.56,100.25,50.0,0.0,0.0,0.115,0.0008,7.8,1.0,0.0,1.933,-15.68876955,24.67,53,0.0,0,0,0,1
